FREQ,Frequency,L_MEASURE,Measure,L_REP_CTY,Reporting country,CBS_BANK_TYPE,CBS bank type,CBS_BASIS,CBS reporting basis,L_POSITION,Balance sheet position,L_INSTR,Type of instruments,REM_MATURITY,Remaining maturity,CURR_TYPE_BOOK,Currency type of booking location,L_CP_SECTOR,Counterparty sector,L_CP_COUNTRY,Counterparty country,COLLECTION,Collection Indicator,Series,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,F,Non-bank financial institutions,DE,Germany,,,Q:S:5A:4O:F:I:A:A:TO1:F:DE,64624.405,73123.287,71085.603,81182.612,85517.621,77867.551,86370.260,85794.221,87613.397,89415.318,87877.485,75534.440,99614.567,113921.651,107705.751,119768.417,97371.002,99460.924,112032.594,150449.628,131541.864,136517.699,125355.773
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,F,Non-bank financial institutions,ES,Spain,,,Q:S:5A:4O:F:I:A:A:TO1:F:ES,30102.977,29028.632,26440.821,20798.075,22274.947,22364.254,21271.701,18905.618,19329.976,19734.190,17137.907,17518.266,18401.367,16790.861,19940.814,18511.471,18362.395,20270.283,18459.988,18610.249,18439.207,15670.003,16584.751
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,F,Non-bank financial institutions,GB,United Kingdom,,,Q:S:5A:4O:F:I:A:A:TO1:F:GB,342466.440,334998.996,359619.639,357033.836,448313.382,427515.176,437592.039,421467.616,487682.174,507762.100,476173.342,443359.116,498629.357,488092.848,477192.540,471852.000,494977.230,485315.937,483038.806,461503.108,470390.909,445950.287,445838.568
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,F,Non-bank financial institutions,GR,Greece,,,Q:S:5A:4O:F:I:A:A:TO1:F:GR,316.700,332.715,333.159,468.782,441.369,376.054,375.141,545.670,784.531,614.967,567.864,449.882,851.477,669.349,906.858,1004.621,799.782,591.393,1110.841,506.200,432.715,421.073,559.952
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,F,Non-bank financial institutions,IN,India,,,Q:S:5A:4O:F:I:A:A:TO1:F:IN,14685.433,17023.215,18155.231,18455.053,18051.523,16525.787,16102.470,16050.595,19578.564,17954.260,18682.258,18009.977,17015.988,15633.802,15350.827,15720.325,14561.521,13944.563,14772.297,16556.240,16113.404,12506.118,14670.284
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,F,Non-bank financial institutions,IT,Italy,,,Q:S:5A:4O:F:I:A:A:TO1:F:IT,16320.008,18891.659,18453.727,21632.663,117404.469,137247.383,136419.485,157341.525,151982.498,155446.564,135783.334,125936.129,134172.460,125131.681,106095.523,116113.218,113684.506,127298.223,137138.654,126135.904,152905.404,144396.863,128575.264
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,F,Non-bank financial institutions,MX,Mexico,,,Q:S:5A:4O:F:I:A:A:TO1:F:MX,7916.279,9071.076,7520.515,7294.439,7928.174,9173.094,8953.110,8657.480,8350.312,9144.548,8875.057,8828.453,8738.924,9778.940,9529.026,9157.591,8259.209,8242.221,7337.928,7423.254,7830.539,8489.016,7988.911
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,F,Non-bank financial institutions,NL,Netherlands,,,Q:S:5A:4O:F:I:A:A:TO1:F:NL,135644.157,149614.278,140944.872,134615.537,145267.118,132974.649,141078.479,132278.888,137014.127,143689.109,145574.790,141046.288,150118.422,142417.130,148620.563,156389.192,141590.138,140856.579,139512.624,135018.403,140085.643,121526.465,119915.596
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,F,Non-bank financial institutions,SG,Singapore,,,Q:S:5A:4O:F:I:A:A:TO1:F:SG,27625.468,28782.955,30272.203,36090.198,37256.185,35101.784,35962.592,36453.498,39227.286,40877.645,46126.595,51938.859,57125.145,58294.092,61628.016,65851.292,68547.063,66802.457,70819.476,72080.680,72810.049,70048.706,96217.450
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,F,Non-bank financial institutions,US,United States,,,Q:S:5A:4O:F:I:A:A:TO1:F:US,554619.019,596352.666,599425.784,639534.321,705945.742,724246.590,719942.399,746037.633,801434.083,861148.773,916720.899,894522.624,1016641.152,970888.159,989768.823,1019720.533,1052638.416,1077523.885,1091923.934,1081527.226,1144349.840,1065515.272,1070388.573
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,3P,All countries excluding residents,,,Q:S:5A:4O:F:I:A:A:TO1:O:3P,2993521.880,3048751.506,3119827.221,3042530.059,3213121.103,3047568.990,3027773.389,3032265.826,3212979.300,3345823.028,3358779.146,3296763.000,3540582.050,3675046.761,3761292.999,3928553.724,3952054.477,3887314.332,3828231.827,3787489.082,3838286.833,3670724.854,3570674.450
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,AT,Austria,,,Q:S:5A:4O:F:I:A:A:TO1:O:AT,52209.122,54930.234,57335.206,51954.650,54779.865,48287.794,47649.974,46209.685,46812.280,45463.685,44360.943,44018.846,48242.882,49229.528,49613.858,53063.986,52461.894,53229.070,51127.620,45042.924,47972.495,45013.105,42415.618
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,AU,Australia,,,Q:S:5A:4O:F:I:A:A:TO1:O:AU,32849.482,32058.377,31754.611,32713.802,33797.606,29820.600,30004.331,28550.303,26608.232,29208.536,31907.290,32899.844,30482.112,44609.816,53791.760,65204.513,61295.176,61037.340,55177.889,54328.785,52925.750,46472.359,41304.824
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,BE,Belgium,,,Q:S:5A:4O:F:I:A:A:TO1:O:BE,63680.460,68297.541,70797.956,70348.422,72692.929,64007.506,62912.788,61563.448,71654.460,70994.291,67123.442,63216.183,68963.415,77472.071,74400.304,75511.550,78226.564,83820.782,77618.647,73841.172,73850.015,70514.205,63968.041
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,BR,Brazil,,,Q:S:5A:4O:F:I:A:A:TO1:O:BR,34630.396,31943.035,34727.725,32255.216,33513.662,33267.172,32818.801,38235.304,38698.869,37432.809,41995.827,37461.008,33162.430,26073.208,28994.539,39287.757,40325.828,36783.553,34369.571,51464.519,44321.859,31218.663,48904.705
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,CA,Canada,,,Q:S:5A:4O:F:I:A:A:TO1:O:CA,40129.782,45852.441,46229.363,44723.328,47782.378,51149.760,50106.308,53784.184,54606.958,56759.038,54387.708,54861.410,63006.904,68925.364,71278.338,79927.849,80433.886,86619.499,82036.457,85211.080,83545.204,78297.979,71284.983
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,CH,Switzerland,,,Q:S:5A:4O:F:I:A:A:TO1:O:CH,64875.071,69272.297,83568.334,79850.769,80168.529,67958.130,68148.134,48087.280,48434.691,55160.965,57827.289,42389.057,51750.281,35453.825,26759.723,35746.750,23630.483,23373.861,23438.911,33135.826,30115.358,49223.796,67251.235
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,CN,China,,,Q:S:5A:4O:F:I:A:A:TO1:O:CN,89710.989,111982.559,88977.554,80343.640,88156.492,65839.993,88760.042,108520.989,78496.282,96952.253,80308.781,79693.567,104636.645,95884.298,100274.324,112794.483,129722.862,116932.220,127148.384,128611.248,126619.091,119645.072,134725.275
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,DE,Germany,,,Q:S:5A:4O:F:I:A:A:TO1:O:DE,256605.763,268823.072,278553.978,270075.074,309113.006,336973.829,294488.941,260715.955,257448.512,271040.084,264697.305,247645.995,245378.327,293586.206,315058.599,283650.792,300823.109,291713.765,278739.260,257827.947,275714.329,252054.627,220980.730
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,ES,Spain,,,Q:S:5A:4O:F:I:A:A:TO1:O:ES,106790.494,113303.060,122670.287,122252.034,130834.098,129212.142,129809.278,126221.691,136850.296,147810.394,155464.912,162756.266,173986.553,187889.681,196672.725,199600.598,194601.016,198814.287,193536.506,181898.385,171363.270,155085.288,145949.150
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,GB,United Kingdom,,,Q:S:5A:4O:F:I:A:A:TO1:O:GB,58057.811,57866.710,60733.238,59582.541,60213.149,54847.853,50303.575,58955.733,70129.404,60155.493,61650.181,76959.215,72331.425,78115.559,82566.789,105580.826,89557.506,90835.741,80834.338,78736.943,78152.190,70082.413,67344.349
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,GR,Greece,,,Q:S:5A:4O:F:I:A:A:TO1:O:GR,16635.877,17671.392,18599.658,19642.517,21747.990,19962.232,19975.838,18899.204,19642.221,19815.786,19431.473,19920.293,20199.911,20423.200,21246.933,22249.861,21635.391,22621.194,20795.587,18978.303,19359.809,18112.821,15407.927
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,IN,India,,,Q:S:5A:4O:F:I:A:A:TO1:O:IN,10411.560,12471.374,13477.800,14110.746,11815.204,8204.627,7532.792,8892.147,7713.506,7042.874,6952.554,7155.946,5343.213,6605.320,7017.119,7318.642,8702.240,10378.620,9458.543,12572.177,12665.479,12312.663,12949.660
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,IT,Italy,,,Q:S:5A:4O:F:I:A:A:TO1:O:IT,155247.678,165237.237,172143.025,165445.223,187516.516,166078.615,164125.905,163562.869,181441.681,200447.047,190213.718,179540.347,187372.269,214764.414,234588.347,228680.283,233192.714,230655.758,209248.798,187717.199,195863.062,205024.535,180449.098
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,MX,Mexico,,,Q:S:5A:4O:F:I:A:A:TO1:O:MX,34877.341,34969.219,34205.792,29608.746,34382.059,32839.773,34462.665,31811.553,29765.420,32113.078,32205.162,34845.096,32167.727,21054.108,21678.083,22299.790,22560.102,22102.025,21978.366,20548.720,22043.405,21232.268,20750.665
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,NL,Netherlands,,,Q:S:5A:4O:F:I:A:A:TO1:O:NL,59813.956,59489.168,57141.135,54614.041,54403.866,54103.651,52208.755,50874.108,52908.856,53727.719,46968.745,48547.618,45297.642,52674.672,49373.202,43040.314,42745.077,43514.158,40574.622,41027.854,44408.223,39104.914,32940.016
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,SG,Singapore,,,Q:S:5A:4O:F:I:A:A:TO1:O:SG,44400.772,43952.299,46083.063,39058.617,49304.423,46401.928,40174.977,43700.830,46397.004,43196.504,38742.600,35449.740,43975.403,50530.468,50116.725,48651.720,52469.263,52720.829,57345.427,57207.809,75491.945,72076.765,61858.739
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,O,Official sector,US,United States,,,Q:S:5A:4O:F:I:A:A:TO1:O:US,716550.656,699909.394,724527.076,700342.617,685875.122,668279.105,700196.870,727759.435,782216.586,822891.329,885584.502,883358.739,976282.738,969880.162,947890.417,978382.734,967209.739,977851.586,1019056.443,1052930.493,1052762.605,1002236.378,977419.115
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,3P,All countries excluding residents,,,Q:S:5A:4O:F:I:A:A:TO1:R:3P,8966184.167,9151752.730,9384334.112,9554534.048,10179419.867,9928525.903,10033419.659,10009285.627,10509686.886,10699709.997,10670177.324,10702404.728,11105875.068,10922300.656,11121894.974,11467990.385,11742813.323,11726460.407,11836965.258,11794770.555,11892487.753,11218361.575,10909486.805
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,AT,Austria,,,Q:S:5A:4O:F:I:A:A:TO1:R:AT,50846.081,54828.790,51845.372,50667.691,54373.413,48943.222,48068.885,45246.705,44430.634,45166.298,44126.043,43872.895,43930.180,43965.784,45452.195,44646.188,43132.184,43440.984,41593.590,44032.069,45270.028,43556.240,39633.044
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,AU,Australia,,,Q:S:5A:4O:F:I:A:A:TO1:R:AU,128091.785,127424.142,133781.103,133289.058,137501.979,129606.832,132634.617,130253.925,139262.627,139794.404,137122.940,136922.998,133705.525,129991.376,128950.113,135336.089,137961.799,134295.183,132999.001,136859.506,148592.591,137776.440,130586.345
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,BE,Belgium,,,Q:S:5A:4O:F:I:A:A:TO1:R:BE,109655.158,98922.444,94410.125,95328.537,95466.730,91683.552,88003.234,87840.038,85873.243,89607.009,86289.868,85845.825,94837.485,86686.329,88072.627,94020.195,87977.007,90567.195,88637.890,87632.319,89619.466,88565.225,82877.324
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,BR,Brazil,,,Q:S:5A:4O:F:I:A:A:TO1:R:BR,77756.899,73355.859,75417.526,72108.841,89867.179,65568.370,66190.802,68377.458,73715.797,83555.223,77825.718,90328.587,77608.972,82268.793,76669.440,81719.481,76170.069,80247.980,73970.777,70802.877,82245.153,90978.279,91991.636
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,CA,Canada,,,Q:S:5A:4O:F:I:A:A:TO1:R:CA,136222.498,139806.087,142140.118,157510.694,158277.345,144542.879,146098.417,146012.132,148802.245,152396.118,152899.271,157563.542,165080.852,158430.022,155066.600,171274.521,184009.099,198042.447,198776.615,208707.323,206690.578,202521.698,204262.207
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,CH,Switzerland,,,Q:S:5A:4O:F:I:A:A:TO1:R:CH,145066.123,147910.839,152299.017,157184.916,167251.260,164651.803,170565.819,166830.742,172588.262,180896.372,183089.445,175087.035,184994.090,173830.299,181867.193,187372.906,190212.432,191376.265,196249.251,218599.960,220421.468,187991.965,181600.680
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,CN,China,,,Q:S:5A:4O:F:I:A:A:TO1:R:CN,314102.276,328818.450,353791.022,351207.022,368744.804,371336.961,369843.757,346864.987,376401.107,373306.484,372178.164,385112.222,366782.696,383906.910,403879.514,415369.325,430037.121,442202.652,427119.210,436122.364,408630.046,409243.041,366469.969
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,DE,Germany,,,Q:S:5A:4O:F:I:A:A:TO1:R:DE,239243.243,238608.719,245560.489,263073.936,271568.505,275639.914,273517.088,250434.860,259859.235,265675.716,255164.770,253170.592,265456.205,295975.550,284478.151,297940.975,278722.133,280208.224,286788.830,327110.532,303880.081,291568.088,263602.246
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,ES,Spain,,,Q:S:5A:4O:F:I:A:A:TO1:R:ES,98268.590,99510.597,95950.389,92323.943,97285.583,93180.254,91007.701,94503.885,95431.582,101229.715,97365.079,99725.490,95359.119,100137.758,100234.559,100052.848,101439.734,105230.658,103470.678,102533.450,99381.908,91406.974,86218.292
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,GB,United Kingdom,,,Q:S:5A:4O:F:I:A:A:TO1:R:GB,745405.324,723036.487,755074.274,725300.258,838630.040,793259.343,791407.800,754753.997,838836.118,868323.259,809119.941,787094.311,836906.227,802166.453,806948.071,823472.334,862434.614,848993.702,842509.259,830103.425,845020.420,799982.713,768610.878
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,GR,Greece,,,Q:S:5A:4O:F:I:A:A:TO1:R:GR,13746.465,13422.936,13669.056,13294.584,12489.060,12164.972,11914.593,12274.176,12559.354,12924.400,12764.017,12496.117,12367.295,12341.233,12498.302,13679.743,13435.417,13573.109,14002.094,13904.042,13392.041,13238.644,12652.590
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,IN,India,,,Q:S:5A:4O:F:I:A:A:TO1:R:IN,98659.106,103890.591,106389.796,110779.310,110448.884,103452.822,100410.756,99739.295,109287.496,108029.206,106616.452,109032.327,103586.226,97352.683,94555.492,95771.671,95220.412,95870.417,98605.559,99965.969,97469.311,86932.656,88256.327
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,IT,Italy,,,Q:S:5A:4O:F:I:A:A:TO1:R:IT,66649.707,68327.336,70828.852,77519.523,176652.907,194367.930,193064.216,212987.583,211491.705,219353.067,199216.402,194260.686,193021.650,186004.769,169623.189,186043.569,182864.663,194266.072,204346.723,197930.546,219101.685,206239.204,184947.295
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,MX,Mexico,,,Q:S:5A:4O:F:I:A:A:TO1:R:MX,83290.069,88955.053,89019.661,93833.765,86624.172,85323.868,90923.388,94232.566,97329.815,92662.503,88060.081,90463.216,87335.551,87670.289,91437.923,91275.690,93229.071,93559.826,92360.970,93017.922,94891.866,94044.607,95843.090
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,NL,Netherlands,,,Q:S:5A:4O:F:I:A:A:TO1:R:NL,323130.171,347190.240,341463.495,333298.657,355729.290,330567.643,343724.509,325462.164,335659.110,348479.474,354636.011,351386.284,374426.417,369873.582,374635.583,385899.092,374444.715,366623.130,365176.748,356557.533,363106.660,321101.904,313638.769
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,SG,Singapore,,,Q:S:5A:4O:F:I:A:A:TO1:R:SG,180709.507,182113.538,187739.306,204570.529,203839.144,202155.261,204337.407,203581.956,213152.105,212511.548,216643.192,223404.683,228407.977,226884.185,227132.296,235789.873,243920.319,237977.269,239853.258,248214.053,256111.713,246247.970,260987.064
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4O,"All excluding 4C banks, excl. domestic positions (= 4R + 4Q +4V)",F,Immediate counterparty basis,I,International claims,A,All instruments,A,Total (all maturities),TO1,All currencies,R,Non-bank private sector,US,United States,,,Q:S:5A:4O:F:I:A:A:TO1:R:US,1452625.863,1477154.172,1506633.367,1552640.429,1716030.002,1639804.309,1662317.120,1657337.119,1796504.871,1788607.406,1840785.704,1832392.164,2014344.812,1948414.806,2002114.137,2114166.664,2299329.632,2229012.688,2294715.889,2344174.347,2416059.324,2138358.189,2103171.912
